EMC_ID,AC,LABEL_INT_EN,LABEL_INT_FR,LABEL_EXT_EN,LABEL_EXT_FR
20022,E.2t3.Pu,"Enrolment in ISCED 2+3, Public, initial education",NULL,NULL,NULL
20023,E.2t3.Pu.F,"Enrolment in ISCED 2+3, Public, initial education, Female",NULL,NULL,NULL
20024,E.2t3.GPV.Pu,"Enrolment in ISCED 2+3, General&Pre-Voc, Public, initial education",NULL,NULL,NULL
20025,E.2t3.GPV.Pu.F,"Enrolment in ISCED 2+3, General&Pre-Voc, Public, initial education, Female",NULL,NULL,NULL
20026,E.2t3.V.Pu,"Enrolment in ISCED 2+3, Vocational, Public, initial education",NULL,NULL,NULL
20027,E.2t3.V.Pu.F,"Enrolment in ISCED 2+3, Vocational, Public, initial education, Female",NULL,NULL,NULL
20030,E.0.Pr,"Enrolment in ISCED 0, Private, initial education, Priority 2",NULL,NULL,NULL
20031,E.0.Pr.F,"Enrolment in ISCED 0, Private, initial education, Female, Priority 2",NULL,NULL,NULL
20032,E.1.Pr,"Enrolment in ISCED 1, Private, initial education",NULL,NULL,NULL
20033,E.1.Pr.F,"Enrolment in ISCED 1, Private, initial education, Female",NULL,NULL,NULL
20034,E.2.Pr,"Enrolment in ISCED 2, Private, initial education",NULL,NULL,NULL
20035,E.2.Pr.F,"Enrolment in ISCED 2, Private, initial education, Female",NULL,NULL,NULL
20036,E.2.GPV.Pr,"Enrolment in ISCED 2, General&Pre-Voc, Private, initial education",NULL,NULL,NULL
20037,E.2.GPV.Pr.F,"Enrolment in ISCED 2, General&Pre-Voc, Private, initial education, Female",NULL,NULL,NULL
20038,E.2.V.Pr,"Enrolment in ISCED 2, Vocational, Private, initial education",NULL,NULL,NULL
20039,E.2.V.Pr.F,"Enrolment in ISCED 2, Vocational, Private, initial education, Female",NULL,NULL,NULL
20040,E.3.Pr,"Enrolment in ISCED 3, Private, initial education",NULL,NULL,NULL
20041,E.3.Pr.F,"Enrolment in ISCED 3, Private, initial education, Female",NULL,NULL,NULL
20042,E.3.GPV.Pr,"Enrolment in ISCED 3, General&Pre-Voc, Private, initial education",NULL,NULL,NULL
20043,E.3.GPV.Pr.F,"Enrolment in ISCED 3, General&Pre-Voc, Private, initial education, Female",NULL,NULL,NULL
20044,E.3.V.Pr,"Enrolment in ISCED 3, Vocational, Private, initial education",NULL,NULL,NULL
20045,E.3.V.Pr.F,"Enrolment in ISCED 3, Vocational, Private, initial education, Female",NULL,NULL,NULL
20046,E.4.Pr,"Enrolment in ISCED 4, Private, initial education",NULL,NULL,NULL
20047,E.4.Pr.F,"Enrolment in ISCED 4, Private, initial education, Female",NULL,NULL,NULL
20048,E.4.GPV.Pr,"Enrolment in ISCED 4, General&Pre-Voc, Private, initial education",NULL,NULL,NULL
20049,E.4.GPV.Pr.F,"Enrolment in ISCED 4, General&Pre-Voc, Private, initial education, Female",NULL,NULL,NULL
20050,E.4.V.Pr,"Enrolment in ISCED 4, Vocational, Private, initial education",NULL,NULL,NULL
20051,E.4.V.Pr.F,"Enrolment in ISCED 4, Vocational, Private, initial education, Female",NULL,NULL,NULL
20052,E.2t3.Pr,"Enrolment in ISCED 2+3, Private, initial education",NULL,NULL,NULL
20053,E.2t3.Pr.F,"Enrolment in ISCED 2+3, Private, initial education, Female",NULL,NULL,NULL
20054,E.2t3.GPV.Pr,"Enrolment in ISCED 2+3, General&Pre-Voc, Private, initial education",NULL,NULL,NULL
20055,E.2t3.GPV.Pr.F,"Enrolment in ISCED 2+3, General&Pre-Voc, Private, initial education, Female",NULL,NULL,NULL
20056,E.2t3.V.Pr,"Enrolment in ISCED 2+3, Vocational, Private, initial education",NULL,NULL,NULL
20057,E.2t3.V.Pr.F,"Enrolment in ISCED 2+3, Vocational, Private, initial education, Female",NULL,NULL,NULL
20060,E.0,"Enrolment in ISCED 0, initial education, Priority 2",NULL,NULL,NULL
20061,E.0.F,"Enrolment in ISCED 0, initial education, Female, Priority 2",NULL,NULL,NULL
20062,E.1,"Enrolment in ISCED 1, initial education, Priority 2",NULL,NULL,NULL
20063,E.1.F,"Enrolment in ISCED 1, initial education, Female, Priority 2",NULL,NULL,NULL
20064,E.2,"Enrolment in ISCED 2, initial education",NULL,NULL,NULL
20065,E.2.F,"Enrolment in ISCED 2, initial education, Female",NULL,NULL,NULL
20066,E.2.GPV,"Enrolment in ISCED 2, General&Pre-Voc, initial education",NULL,NULL,NULL
20067,E.2.GPV.F,"Enrolment in ISCED 2, General&Pre-Voc, initial education, Female",NULL,NULL,NULL
20068,E.2.V,"Enrolment in ISCED 2, Vocational, initial education, Priority 2",NULL,NULL,NULL
20069,E.2.V.F,"Enrolment in ISCED 2, Vocational, initial education, Female, Priority 2",NULL,NULL,NULL
20070,E.3,"Enrolment in ISCED 3, initial education",NULL,NULL,NULL
20071,E.3.F,"Enrolment in ISCED 3, initial education, Female",NULL,NULL,NULL
20072,E.3.GPV,"Enrolment in ISCED 3, General&Pre-Voc, initial education",NULL,NULL,NULL
20073,E.3.GPV.F,"Enrolment in ISCED 3, General&Pre-Voc, initial education, Female",NULL,NULL,NULL
20074,E.3.V,"Enrolment in ISCED 3, Vocational, initial education, Priority 2",NULL,NULL,NULL
20075,E.3.V.F,"Enrolment in ISCED 3, Vocational, initial education, Female, Priority 2",NULL,NULL,NULL
20076,E.4,"Enrolment in ISCED 4, initial education, Priority 2",NULL,NULL,NULL
20077,E.4.F,"Enrolment in ISCED 4, initial education, Female, Priority 2",NULL,NULL,NULL
20078,E.4.GPV,"Enrolment in ISCED 4, General&Pre-Voc, initial education",NULL,NULL,NULL
20079,E.4.GPV.F,"Enrolment in ISCED 4, General&Pre-Voc, initial education, Female",NULL,NULL,NULL
20080,E.4.V,"Enrolment in ISCED 4, Vocational, initial education, Priority 2",NULL,NULL,NULL
20081,E.4.V.F,"Enrolment in ISCED 4, Vocational, initial education, Female, Priority 2",NULL,NULL,NULL
20082,E.23,"Enrolment in ISCED 2+3, initial education",NULL,NULL,NULL
20083,E.2t3.F,"Enrolment in ISCED 2+3, initial education, Female",NULL,NULL,NULL
20100,T.0.Pu,"Education staff in ISCED 0, Public, initial education",NULL,NULL,NULL
20101,T.0.Pu.F,"Education staff in ISCED 0, Public, initial education, Female",NULL,NULL,NULL
20102,T.1.Pu,"Education staff in ISCED 1, Public, initial education",NULL,NULL,NULL
20103,T.1.Pu.F,"Education staff in ISCED 1, Public, initial education, Female",NULL,NULL,NULL
20104,T.2.Pu,"Education staff in ISCED 2, Public, initial education",NULL,NULL,NULL
20105,T.2.Pu.F,"Education staff in ISCED 2, Public, initial education, Female",NULL,NULL,NULL
20106,T.2.GPV.Pu,"Education staff in ISCED 2, General&Pre-Voc, Public, initial education",NULL,NULL,NULL
20107,T.2.GPV.Pu.F,"Education staff in ISCED 2, General&Pre-Voc, Public, initial education, Female",NULL,NULL,NULL
20108,T.2.V.Pu,"Education staff in ISCED 2, Vocational, Public, initial education",NULL,NULL,NULL
20109,T.2.V.Pu.F,"Education staff in ISCED 2, Vocational, Public, initial education, Female",NULL,NULL,NULL
20110,T.3.Pu,"Education staff in ISCED 3, Public, initial education",NULL,NULL,NULL
20111,T.3.Pu.F,"Education staff in ISCED 3, Public, initial education, Female",NULL,NULL,NULL
20112,T.3.GPV.Pu,"Education staff in ISCED 3, General&Pre-Voc, Public, initial education",NULL,NULL,NULL
20113,T.3.GPV.Pu.F,"Education staff in ISCED 3, General&Pre-Voc, Public, initial education, Female",NULL,NULL,NULL
20114,T.3.V.Pu,"Education staff in ISCED 3, Vocational, Public, initial education",NULL,NULL,NULL
20115,T.3.V.Pu.F,"Education staff in ISCED 3, Vocational, Public, initial education, Female",NULL,NULL,NULL
20116,T.4.Pu,"Education staff in ISCED 4, Public, initial education",NULL,NULL,NULL
20117,T.4.Pu.F,"Education staff in ISCED 4, Public, initial education, Female",NULL,NULL,NULL
20118,T.4.GPV.Pu,"Education staff in ISCED 4, General&Pre-Voc, Public, initial education",NULL,NULL,NULL
20119,T.4.GPV.Pu.F,"Education staff in ISCED 4, General&Pre-Voc, Public, initial education, Female",NULL,NULL,NULL
20120,T.4.V.Pu,"Education staff in ISCED 4, Vocational, Public, initial education",NULL,NULL,NULL
20121,T.4.V.Pu.F,"Education staff in ISCED 4, Vocational, Public, initial education, Female",NULL,NULL,NULL
20122,T.2t3.Pu,"Education staff in ISCED 2+3, Public, initial education",NULL,NULL,NULL
20123,T.2t3.Pu.F,"Education staff in ISCED 2+3, Public, initial education, Female",NULL,NULL,NULL
20124,T.2t3.GPV.Pu,"Education staff in ISCED 2+3, General&Pre-Voc, Public, initial education",NULL,NULL,NULL
20125,T.2t3.GPV.Pu.F,"Education staff in ISCED 2+3, General&Pre-Voc, Public, initial education, Female",NULL,NULL,NULL
20126,T.2t3.V.Pu,"Education staff in ISCED 2+3, Vocational, Public, initial education",NULL,NULL,NULL
20127,T.2t3.V.Pu.F,"Education staff in ISCED 2+3, Vocational, Public, initial education, Female",NULL,NULL,NULL
20130,T.0.Pr,"Education staff in ISCED 0, Private, initial education",NULL,NULL,NULL
20131,T.0.Pr.F,"Education staff in ISCED 0, Private, initial education, Female",NULL,NULL,NULL
20132,T.1.Pr,"Education staff in ISCED 1, Private, initial education",NULL,NULL,NULL
20133,T.1.Pr.F,"Education staff in ISCED 1, Private, initial education, Female",NULL,NULL,NULL
20134,T.2.Pr,"Education staff in ISCED 2, Private, initial education",NULL,NULL,NULL
20135,T.2.Pr.F,"Education staff in ISCED 2, Private, initial education, Female",NULL,NULL,NULL
20136,T.2.GPV.Pr,"Education staff in ISCED 2, General&Pre-Voc, Private, initial education",NULL,NULL,NULL
20137,T.2.GPV.Pr.F,"Education staff in ISCED 2, General&Pre-Voc, Private, initial education, Female",NULL,NULL,NULL
20138,T.2.V.Pr,"Education staff in ISCED 2, Vocational, Private, initial education",NULL,NULL,NULL
20139,T.2.V.Pr.F,"Education staff in ISCED 2, Vocational, Private, initial education, Female",NULL,NULL,NULL
20140,T.3.Pr,"Education staff in ISCED 3, Private, initial education",NULL,NULL,NULL
20141,T.3.Pr.F,"Education staff in ISCED 3, Private, initial education, Female",NULL,NULL,NULL
20142,T.3.GPV.Pr,"Education staff in ISCED 3, General&Pre-Voc, Private, initial education",NULL,NULL,NULL
20143,T.3.GPV.Pr.F,"Education staff in ISCED 3, General&Pre-Voc, Private, initial education, Female",NULL,NULL,NULL
20144,T.3.V.Pr,"Education staff in ISCED 3, Vocational, Private, initial education",NULL,NULL,NULL
20145,T.3.V.Pr.F,"Education staff in ISCED 3, Vocational, Private, initial education, Female",NULL,NULL,NULL
20146,T.4.Pr,"Education staff in ISCED 4, Private, initial education",NULL,NULL,NULL
20147,T.4.Pr.F,"Education staff in ISCED 4, Private, initial education, Female",NULL,NULL,NULL
20148,T.4.GPV.Pr,"Education staff in ISCED 4, General&Pre-Voc, Private, initial education",NULL,NULL,NULL
20149,T.4.GPV.Pr.F,"Education staff in ISCED 4, General&Pre-Voc, Private, initial education, Female",NULL,NULL,NULL
20150,T.4.V.Pr,"Education staff in ISCED 4, Vocational, Private, initial education",NULL,NULL,NULL
20151,T.4.V.Pr.F,"Education staff in ISCED 4, Vocational, Private, initial education, Female",NULL,NULL,NULL
20152,T.2t3.Pr,"Education staff in ISCED 2+3, Private, initial education",NULL,NULL,NULL
20153,T.2t3.Pr.F,"Education staff in ISCED 2+3, Private, initial education, Female",NULL,NULL,NULL
20154,T.2t3.GPV.Pr,"Education staff in ISCED 2+3, General&Pre-Voc, Private, initial education",NULL,NULL,NULL
20155,T.2t3.GPV.Pr.F,"Education staff in ISCED 2+3, General&Pre-Voc, Private, initial education, Female",NULL,NULL,NULL
20156,T.2t3.V.Pr,"Education staff in ISCED 2+3, Vocational, Private, initial education",NULL,NULL,NULL
20157,T.2t3.V.Pr.F,"Education staff in ISCED 2+3, Vocational, Private, initial education, Female",NULL,NULL,NULL
20160,T.0,"Education staff in ISCED 0, initial education",NULL,NULL,NULL
20161,T.0.F,"Education staff in ISCED 0, initial education, Female",NULL,NULL,NULL
20162,T.1,"Education staff in ISCED 1, initial education",NULL,NULL,NULL
20163,T.1.F,"Education staff in ISCED 1, initial education, Female",NULL,NULL,NULL
20164,T.2,"Education staff in ISCED 2, initial education",NULL,NULL,NULL
20165,T.2.F,"Education staff in ISCED 2, initial education, Female",NULL,NULL,NULL
20166,T.2.GPV,"Education staff in ISCED 2, General&Pre-Voc, initial education",NULL,NULL,NULL
20167,T.2.GPV.F,"Education staff in ISCED 2, General&Pre-Voc, initial education, Female",NULL,NULL,NULL
20168,T.2.V,"Education staff in ISCED 2, Vocational, initial education",NULL,NULL,NULL
20169,T.2.V.F,"Education staff in ISCED 2, Vocational, initial education, Female",NULL,NULL,NULL
20170,T.3,"Education staff in ISCED 3, initial education",NULL,NULL,NULL
20171,T.3.F,"Education staff in ISCED 3, initial education, Female",NULL,NULL,NULL
20172,T.3.GPV,"Education staff in ISCED 3, General&Pre-Voc, initial education",NULL,NULL,NULL
20173,T.3.GPV.F,"Education staff in ISCED 3, General&Pre-Voc, initial education, Female",NULL,NULL,NULL
20174,T.3.V,"Education staff in ISCED 3, Vocational, initial education",NULL,NULL,NULL
20175,T.3.V.F,"Education staff in ISCED 3, Vocational, initial education, Female",NULL,NULL,NULL
20176,T.4,"Education staff in ISCED 4, initial education",NULL,NULL,NULL
20177,T.4.F,"Education staff in ISCED 4, initial education, Female",NULL,NULL,NULL
20178,T.4.GPV,"Education staff in ISCED 4, General&Pre-Voc, initial education",NULL,NULL,NULL
20179,T.4.GPV.F,"Education staff in ISCED 4, General&Pre-Voc, initial education, Female",NULL,NULL,NULL
20180,T.4.V,"Education staff in ISCED 4, Vocational, initial education",NULL,NULL,NULL
20181,T.4.V.F,"Education staff in ISCED 4, Vocational, initial education, Female",NULL,NULL,NULL
20182,T.23,"Education staff in ISCED 2+3, initial education",NULL,NULL,NULL
20183,T.2t3.F,"Education staff in ISCED 2+3, initial education, Female",NULL,NULL,NULL
20184,T.2t3.GPV,"Education staff in ISCED 2+3, General&Pre-Voc, initial education",NULL,NULL,NULL
20185,T.2t3.GPV.F,"Education staff in ISCED 2+3, General&Pre-Voc, initial education, Female",NULL,NULL,NULL
20186,T.2t3.V,"Education staff in ISCED 2+3, Vocational, initial education",NULL,NULL,NULL
20187,T.2t3.V.F,"Education staff in ISCED 2+3, Vocational, initial education, Female",NULL,NULL,NULL
20190,T.0.Pu.PT,"Education staff in ISCED 0, Public, initial education, Part-Time",NULL,NULL,NULL
20191,T.0.Pu.PT.F,"Education staff in ISCED 0, Public, initial education, Part-Time, Female",NULL,NULL,NULL
20192,T.1.Pu.PT,"Education staff in ISCED 1, Public, initial education, Part-Time",NULL,NULL,NULL
20193,T.1.Pu.PT.F,"Education staff in ISCED 1, Public, initial education, Part-Time, Female",NULL,NULL,NULL
20194,T.2.Pu.PT,"Education staff in ISCED 2, Public, initial education, Part-Time",NULL,NULL,NULL
20195,T.2.Pu.PT.F,"Education staff in ISCED 2, Public, initial education, Part-Time, Female",NULL,NULL,NULL
20196,T.2.GPV.Pu.PT,"Education staff in ISCED 2, General&Pre-Voc, Public, initial education, Part-Time",NULL,NULL,NULL
20197,T.2.GPV.Pu.PT.F,"Education staff in ISCED 2, General&Pre-Voc, Public, initial education, Part-Time, Female",NULL,NULL,NULL
20198,T.2.V.Pu.PT,"Education staff in ISCED 2, Vocational, Public, initial education, Part-Time",NULL,NULL,NULL
20199,T.2.V.Pu.PT.F,"Education staff in ISCED 2, Vocational, Public, initial education, Part-Time, Female",NULL,NULL,NULL
20200,T.3.Pu.PT,"Education staff in ISCED 3, Public, initial education, Part-Time",NULL,NULL,NULL
20201,T.3.Pu.PT.F,"Education staff in ISCED 3, Public, initial education, Part-Time, Female",NULL,NULL,NULL
20202,T.3.GPV.Pu.PT,"Education staff in ISCED 3, General&Pre-Voc, Public, initial education, Part-Time",NULL,NULL,NULL
20203,T.3.GPV.Pu.PT.F,"Education staff in ISCED 3, General&Pre-Voc, Public, initial education, Part-Time, Female",NULL,NULL,NULL
20204,T.3.V.Pu.PT,"Education staff in ISCED 3, Vocational, Public, initial education, Part-Time",NULL,NULL,NULL
20205,T.3.V.Pu.PT.F,"Education staff in ISCED 3, Vocational, Public, initial education, Part-Time, Female",NULL,NULL,NULL
20206,T.4.Pu.PT,"Education staff in ISCED 4, Public, initial education, Part-Time",NULL,NULL,NULL
20207,T.4.Pu.PT.F,"Education staff in ISCED 4, Public, initial education, Part-Time, Female",NULL,NULL,NULL
20208,T.4.GPV.Pu.PT,"Education staff in ISCED 4, General&Pre-Voc, Public, initial education, Part-Time",NULL,NULL,NULL
20209,T.4.GPV.Pu.PT.F,"Education staff in ISCED 4, General&Pre-Voc, Public, initial education, Part-Time, Female",NULL,NULL,NULL
20210,T.4.V.Pu.PT,"Education staff in ISCED 4, Vocational, Public, initial education, Part-Time",NULL,NULL,NULL
20211,T.4.V.Pu.PT.F,"Education staff in ISCED 4, Vocational, Public, initial education, Part-Time, Female",NULL,NULL,NULL
20212,T.2t3.Pu.PT,"Education staff in ISCED 2+3, Public, initial education, Part-Time",NULL,NULL,NULL
20213,T.2t3.Pu.PT.F,"Education staff in ISCED 2+3, Public, initial education, Part-Time, Female",NULL,NULL,NULL
20214,T.2t3.GPV.Pu.PT,"Education staff in ISCED 2+3, General&Pre-Voc, Public, initial education, Part-Time",NULL,NULL,NULL
20215,T.2t3.GPV.Pu.PT.F,"Education staff in ISCED 2+3, General&Pre-Voc, Public, initial education, Part-Time, Female",NULL,NULL,NULL
20216,T.2t3.V.Pu.PT,"Education staff in ISCED 2+3, Vocational, Public, initial education, Part-Time",NULL,NULL,NULL
20217,T.2t3.V.Pu.PT.F,"Education staff in ISCED 2+3, Vocational, Public, initial education, Part-Time, Female",NULL,NULL,NULL
20220,T.0.Pr.PT,"Education staff in ISCED 0, Private, initial education, Part-Time",NULL,NULL,NULL
20221,T.0.Pr.PT.F,"Education staff in ISCED 0, Private, initial education, Part-Time, Female",NULL,NULL,NULL
20222,T.1.Pr.PT,"Education staff in ISCED 1, Private, initial education, Part-Time",NULL,NULL,NULL
20223,T.1.Pr.PT.F,"Education staff in ISCED 1, Private, initial education, Part-Time, Female",NULL,NULL,NULL
20224,T.2.Pr.PT,"Education staff in ISCED 2, Private, initial education, Part-Time",NULL,NULL,NULL
20225,T.2.Pr.PT.F,"Education staff in ISCED 2, Private, initial education, Part-Time, Female",NULL,NULL,NULL
20226,T.2.GPV.Pr.PT,"Education staff in ISCED 2, General&Pre-Voc, Private, initial education, Part-Time",NULL,NULL,NULL
20227,T.2.GPV.Pr.PT.F,"Education staff in ISCED 2, General&Pre-Voc, Private, initial education, Part-Time, Female",NULL,NULL,NULL
20228,T.2.V.Pr.PT,"Education staff in ISCED 2, Vocational, Private, initial education, Part-Time",NULL,NULL,NULL
20229,T.2.V.Pr.PT.F,"Education staff in ISCED 2, Vocational, Private, initial education, Part-Time, Female",NULL,NULL,NULL
20230,T.3.Pr.PT,"Education staff in ISCED 3, Private, initial education, Part-Time",NULL,NULL,NULL
20231,T.3.Pr.PT.F,"Education staff in ISCED 3, Private, initial education, Part-Time, Female",NULL,NULL,NULL
20232,T.3.GPV.Pr.PT,"Education staff in ISCED 3, General&Pre-Voc, Private, initial education, Part-Time",NULL,NULL,NULL
20233,T.3.GPV.Pr.PT.F,"Education staff in ISCED 3, General&Pre-Voc, Private, initial education, Part-Time, Female",NULL,NULL,NULL
20234,T.3.V.Pr.PT,"Education staff in ISCED 3, Vocational, Private, initial education, Part-Time",NULL,NULL,NULL
20235,T.3.V.Pr.PT.F,"Education staff in ISCED 3, Vocational, Private, initial education, Part-Time, Female",NULL,NULL,NULL
20236,T.4.Pr.PT,"Education staff in ISCED 4, Private, initial education, Part-Time",NULL,NULL,NULL
20237,T.4.Pr.PT.F,"Education staff in ISCED 4, Private, initial education, Part-Time, Female",NULL,NULL,NULL
20238,T.4.GPV.Pr.PT,"Education staff in ISCED 4, General&Pre-Voc, Private, initial education, Part-Time",NULL,NULL,NULL
20239,T.4.GPV.Pr.PT.F,"Education staff in ISCED 4, General&Pre-Voc, Private, initial education, Part-Time, Female",NULL,NULL,NULL
20240,T.4.V.Pr.PT,"Education staff in ISCED 4, Vocational, Private, initial education, Part-Time",NULL,NULL,NULL
20241,T.4.V.Pr.PT.F,"Education staff in ISCED 4, Vocational, Private, initial education, Part-Time, Female",NULL,NULL,NULL
20242,T.2t3.Pr.PT,"Education staff in ISCED 2+3, Private, initial education, Part-Time",NULL,NULL,NULL
20243,T.2t3.Pr.PT.F,"Education staff in ISCED 2+3, Private, initial education, Part-Time, Female",NULL,NULL,NULL
20244,T.2t3.GPV.Pr.PT,"Education staff in ISCED 2+3, General&Pre-Voc, Private, initial education, Part-Time",NULL,NULL,NULL
20245,T.2t3.GPV.Pr.PT.F,"Education staff in ISCED 2+3, General&Pre-Voc, Private, initial education, Part-Time, Female",NULL,NULL,NULL
20246,T.2t3.V.Pr.PT,"Education staff in ISCED 2+3, Vocational, Private, initial education, Part-Time",NULL,NULL,NULL
20247,T.2t3.V.Pr.PT.F,"Education staff in ISCED 2+3, Vocational, Private, initial education, Part-Time, Female",NULL,NULL,NULL
20250,T.0.PT,"Education staff in ISCED 0, initial education, Part-Time",NULL,NULL,NULL
20251,T.0.PT.F,"Education staff in ISCED 0, initial education, Part-Time, Female",NULL,NULL,NULL
20252,T.1.PT,"Education staff in ISCED 1, initial education, Part-Time",NULL,NULL,NULL
20253,T.1.PT.F,"Education staff in ISCED 1, initial education, Part-Time, Female",NULL,NULL,NULL
20254,T.2.PT,"Education staff in ISCED 2, initial education, Part-Time",NULL,NULL,NULL
20255,T.2.PT.F,"Education staff in ISCED 2, initial education, Part-Time, Female",NULL,NULL,NULL
20256,T.2.GPV.PT,"Education staff in ISCED 2, General&Pre-Voc, initial education, Part-Time",NULL,NULL,NULL
20257,T.2.GPV.PT.F,"Education staff in ISCED 2, General&Pre-Voc, initial education, Part-Time, Female",NULL,NULL,NULL
20258,T.2.V.PT,"Education staff in ISCED 2, Vocational, initial education, Part-Time",NULL,NULL,NULL
20259,T.2.V.PT.F,"Education staff in ISCED 2, Vocational, initial education, Part-Time, Female",NULL,NULL,NULL
20260,T.3.PT,"Education staff in ISCED 3, initial education, Part-Time",NULL,NULL,NULL
20261,T.3.PT.F,"Education staff in ISCED 3, initial education, Part-Time, Female",NULL,NULL,NULL
